CountryID,CountryName,GDP (current US$)_2015,GDP (current US$)_2016,GDP (current US$)_2017,GDP (current US$)_2018,GDP (current US$)_2019,GDP (current US$)_2020,GDP (current US$)_2021,GDP (current US$)_2022,GDP (current US$)_2023,GDP (current US$)_2024,"Population, total_2015","Population, total_2016","Population, total_2017","Population, total_2018","Population, total_2019","Population, total_2020","Population, total_2021","Population, total_2022","Population, total_2023","Population, total_2024",GDP growth (annual %)_2015,GDP growth (annual %)_2016,GDP growth (annual %)_2017,GDP growth (annual %)_2018,GDP growth (annual %)_2019,GDP growth (annual %)_2020,GDP growth (annual %)_2021,GDP growth (annual %)_2022,GDP growth (annual %)_2023,GDP growth (annual %)_2024,"Inflation, consumer prices (annual %)_2015","Inflation, consumer prices (annual %)_2016","Inflation, consumer prices (annual %)_2017","Inflation, consumer prices (annual %)_2018","Inflation, consumer prices (annual %)_2019","Inflation, consumer prices (annual %)_2020","Inflation, consumer prices (annual %)_2021","Inflation, consumer prices (annual %)_2022","Inflation, consumer prices (annual %)_2023","Inflation, consumer prices (annual %)_2024","Unemployment, total (% of total labor force)_2015","Unemployment, total (% of total labor force)_2016","Unemployment, total (% of total labor force)_2017","Unemployment, total (% of total labor force)_2018","Unemployment, total (% of total labor force)_2019","Unemployment, total (% of total labor force)_2020","Unemployment, total (% of total labor force)_2021","Unemployment, total (% of total labor force)_2022","Unemployment, total (% of total labor force)_2023","Unemployment, total (% of total labor force)_2024","Foreign direct investment, net inflows (BoP, current US$)_2015","Foreign direct investment, net inflows (BoP, current US$)_2016","Foreign direct investment, net inflows (BoP, current US$)_2017","Foreign direct investment, net inflows (BoP, current US$)_2018","Foreign direct investment, net inflows (BoP, current US$)_2019","Foreign direct investment, net inflows (BoP, current US$)_2020","Foreign direct investment, net inflows (BoP, current US$)_2021","Foreign direct investment, net inflows (BoP, current US$)_2022","Foreign direct investment, net inflows (BoP, current US$)_2023","Foreign direct investment, net inflows (BoP, current US$)_2024","Total reserves (includes gold, current US$)_2015","Total reserves (includes gold, current US$)_2016","Total reserves (includes gold, current US$)_2017","Total reserves (includes gold, current US$)_2018","Total reserves (includes gold, current US$)_2019","Total reserves (includes gold, current US$)_2020","Total reserves (includes gold, current US$)_2021","Total reserves (includes gold, current US$)_2022","Total reserves (includes gold, current US$)_2023","Total reserves (includes gold, current US$)_2024"
HIC,High income,49875503824325.0,50840864613079.3,53443174098147.7,56793957781697.4,57351008372783.0,55946257620087.0,62737887026890.0,64961263426035.5,68276492853979.9,,1360842914.0,1368877184.0,1374784294.0,1379152141.0,1383372477.0,1389524835.0,1387107942.0,1393036569.0,1400465513.0,,2.33977306014795,1.82381588978544,2.46333337508742,2.36455422748207,1.90609758327555,-3.86785580953425,5.7784942309149,2.89892584056888,1.77998069266845,,0.31969585681802,0.443258157565783,1.58734107634072,1.85081508315502,1.61076787290379,0.56813717711819,2.52264559340189,7.17222476016441,4.84991227992453,,6.54313754898565,6.1023115944233,5.57255492117066,5.07062826095132,4.74230573414226,6.42528049057761,5.52627993407203,4.47915987611736,4.32742379174678,4.3864512792173,2189857620773.16,2226354710075.58,1740889038258.84,510017756982.0,1409937951746.91,674781911610.241,1654107255002.19,1234413525925.77,426083870182.597,,,,,,,,,,,
HKG,"Hong Kong SAR, China",309385622601.348,320860317562.562,341273289534.466,361731070995.726,363074545072.389,344943149590.058,368954169748.818,358681066274.469,380812234827.832,,7291300.0,7336600.0,7393200.0,7452600.0,7507900.0,7481000.0,7413100.0,7346100.0,7536100.0,,2.38777713430783,2.17543135634364,3.7961040663029,2.84692770115917,-1.67239123872136,-6.54476757335387,6.45440824066419,-3.68357113148396,3.27652625631858,,2.99084819322581,2.40930743862224,1.49387243939522,2.40613432046534,2.88320853773996,0.2509620210808,1.56875834445922,1.88136707196853,2.09660511249089,1.72972119105914,3.314,3.392,3.124,2.805,2.917,5.808,5.174,4.318,2.949,2.793,181047431127.246,133259182324.997,125716724339.795,97036255478.9459,58299361094.7774,117452284750.967,137191251277.419,122407913138.418,121985594745.393,,358772789814.908,386293451174.891,431441967070.678,424619925347.188,441349592235.762,491775722027.416,496867134129.408,424029810371.016,425554111033.182,
HND,Honduras,20979791685.416,21717604952.1835,23136247990.5977,24067750760.499,24882225741.8119,23352232483.755,28144331506.6149,31426041806.7985,34400509852.0436,,9237305.0,9412380.0,9588137.0,9765210.0,9943633.0,10119640.0,10289877.0,10463872.0,10644851.0,,3.84007997093951,3.89297219726413,4.84291391050387,3.84499476966735,2.55963434592314,-8.96508223267296,12.5652843771279,4.14356194013767,3.58260362632656,,3.15783117980923,2.72461223295289,3.93436084442044,4.34734937777528,4.36587159819267,3.46841177951184,4.48087963413445,9.08963911525025,6.66325180347457,4.60621098127107,6.147,6.727,5.528,5.648,5.698,10.982,8.506,8.774,6.07,6.061,1316679827.33597,1147030449.99683,949955941.517779,1442587576.2096,955095297.980429,236016866.159637,800315953.182343,758286498.804818,1086111945.15352,,3754265677.88215,3813545536.14649,4708097401.41206,4769082161.53781,5744253369.31693,8138457727.65673,8666862380.88312,8410394831.45325,7543352779.92798,
HPC,Heavily indebted poor countries (HIPC),668868898578.296,675915287466.174,726226122250.308,776506227119.833,805115217775.604,813139899187.275,905796942446.21,983601535350.123,1129946910802.31,,735429414.0,756895035.0,779389964.0,802020674.0,824649053.0,847743308.0,870930036.0,893906294.0,917304254.0,,4.69481275900228,4.45300761977721,5.04274195236989,4.18150316736336,4.42440940301884,0.23286652027808,4.26605097390511,4.81099834377959,3.98131584100545,,3.77406982025571,4.66466235810216,4.97595150553833,3.06735996058356,2.80270307928111,3.48393567493204,4.48087963413445,9.62147608489072,7.12697482131851,,4.42867097391046,4.37144771498706,4.38423696813415,4.3509884503825,4.35891138556294,5.08466986799381,4.99025451599025,4.44664203690213,4.22661765181006,4.21260389549363,29844492523.8333,24562915943.1492,29665460293.199,28455134547.167,24459929085.463,19517246654.2647,32773498462.3563,28006344698.8388,32186116768.3684,,,,,,,,,,,
HRV,Croatia,51005200669.6941,52654855638.1057,56186190437.9959,61668130122.5878,61467582193.6824,57963370885.0798,69006802298.6956,71198635101.9514,84393795502.4421,,4151725.0,4106867.0,4041407.0,3988775.0,3949390.0,3914206.0,3878981.0,3855641.0,3859686.0,,2.32317515803855,3.46112947356767,3.28095812140658,2.90468149344008,3.10043911443758,-8.31164257884687,12.6317003277712,7.28793643206565,3.30254488086325,,-0.464499004644911,-1.12500000000002,1.12937210282347,1.50012501041756,0.771820346498019,0.154811374562106,2.55450699642041,10.7805806758686,7.9412817758683,,16.175,13.103,11.208,8.432,6.617,7.507,7.608,6.96,6.086,5.236,488655917.568245,1574455103.96608,1820430355.43778,1645992913.89195,3978656307.57573,1471750500.43121,5125181839.24963,3927390914.43453,3341914870.68901,,14966894623.4156,14244345198.2049,18818215998.8714,19991304927.8836,20770636599.6909,23253815166.0319,28308830585.9313,29726299387.3297,3176284868.24805,3335632832.65449
HTI,Haiti,14849629308.6025,14069277526.2278,15093357161.1498,16403864617.8458,15016090929.5125,14508222518.3018,20877414952.6375,20253551920.5516,19850829757.5418,,10523242.0,10671457.0,10817754.0,10962362.0,11105163.0,11243848.0,11374586.0,11503606.0,11637398.0,,1.40000000859727,1.81246807847532,2.51027134544685,1.66781095484656,-1.72309699839232,-3.30550546965893,-1.79823988931486,-1.68198396897978,-1.86388420254838,,6.73184069658997,11.5029073942666,10.6800887242584,12.4814111170435,18.7037825672506,22.7963113642528,16.8415240198785,33.98393194707,36.8135162780854,,13.724,13.852,13.881,13.878,14.057,15.546,15.28,14.635,14.556,15.058,105680000.0,104900000.0,374860000.0,105000000.0,75000000.0,25000000.0,51299000.0,39413200.0,23647920.0,,1902499197.97709,2081778585.31216,2316457386.78663,2273981843.67693,2355488437.86306,2590258526.98275,2457439221.85644,2173397186.29319,2586418762.20436,2565745292.6782
HUN,Hungary,125174166987.372,128609822750.039,143112196040.326,160565642983.587,164020460331.659,157288955508.176,182109999477.691,177006128624.627,212388906458.724,,9843028.0,9814023.0,9787966.0,9775564.0,9771141.0,9750149.0,9709891.0,9644377.0,9592186.0,,3.7073159793626,2.20100189293856,4.27197601620695,5.36234836176223,4.86422573511891,-4.48704604765308,7.06122060972912,4.58340767295068,-0.907685956140242,,-0.0616446800641672,0.394769306686392,2.34824281150154,2.85024792594646,3.33858635382008,3.32674385766738,5.11096534382855,14.6081439492433,17.1249659678737,3.70370370370369,6.813,5.115,4.156,3.708,3.419,4.25,4.045,3.609,4.107,4.434,-5469731521.61747,69453473203.2502,-12371761179.6433,-64648352413.5289,98265233190.135,167399384338.45,33487981473.6292,-1987414896.83333,-72234232901.2071,,33124288325.6273,25824253667.337,28002680652.4484,31366581856.0416,31831003374.707,41349416012.5512,43483375179.1178,41218685384.2451,45718623573.4135,37193970853.8952
IBD,IBRD only,25841079101004.8,26032663404168.6,28752304968945.4,30653934094282.1,31298751631398.9,30114868724300.2,35763964842420.9,37711987599830.9,38789302232983.5,,4677114235.0,4721984235.0,4766267453.0,4807550491.0,4845715724.0,4879367453.0,4905899020.0,4928694202.0,4952574126.0,,4.38966937054697,4.55791304938261,5.24270151032609,4.94176886829108,3.96812059209557,-1.32652203893156,7.54077062404079,3.56148584112441,4.56802785241229,,3.26150906442242,2.12081713361587,3.32389447576097,3.21605383144587,2.55754475703327,2.40414666699827,4.26635754479805,8.81109209279587,5.97802515541409,,6.31504463155657,6.42563161685031,6.40287394664439,6.29423565288986,6.08061330115891,6.97165272530513,6.33890972820408,5.60153415826182,5.16481549355938,5.10889443876907,537110948519.095,457670751505.784,453134174445.41,539865062554.702,479023790142.331,484011733946.689,656529654426.188,526055202771.024,329928855734.198,,,,,,,,,,,
IBT,IDA & IBRD total,28002742765817.7,28185625931332.6,31021018298163.5,33059072280457.1,33801024892359.5,32566020356731.5,38431269006646.3,40596809224874.0,41669008262158.8,,6281302513.5,6360570925.5,6440496862.5,6518627024.5,6594857152.0,6667541078.5,6733337540.0,6795222291.5,6858957145.0,,4.30926971818222,4.45643355109793,5.14509374898917,4.89599462756358,3.96939749227165,-1.29151078845665,7.30645449381386,3.61708089606813,4.46455748390061,,3.16346457365876,2.81833288054802,3.44637335032669,3.13285318810383,2.6806827895334,2.8981937602627,4.25936417542868,8.48730869535043,6.09852132676211,,5.90593917178313,5.9656762543311,5.98894655735445,5.92439685213894,5.78291780985394,6.64349161891375,6.17168860176086,5.42390521920667,5.03559497830807,4.97628769236817,658765304672.588,596996924019.584,577458338193.206,649556720843.395,616446846090.825,575342552007.091,850465384429.105,642067763800.266,451356458686.402,,,,,,,,,,,
IDA,IDA total,2160355432857.54,2151877377687.87,2268542522550.63,2405084337108.54,2501780139643.8,2450267402830.47,2668547717370.14,2885452928535.09,2880514996348.02,,1604188278.5,1638586690.5,1674229409.5,1711076533.5,1749141428.0,1788173625.5,1827438520.0,1866528089.5,1906383019.0,,3.36666057322816,3.25490851258159,3.97482645894532,4.34049260212883,3.98498285598943,-0.864245918392427,4.46027770944868,4.31229378886123,3.17237432437535,,3.16346457365876,3.37153003512095,3.89251625363385,2.96760366004456,2.72643037388832,3.48393567493204,4.1862150652352,8.16059031991844,6.66325180347457,,4.44600881534174,4.34425658266458,4.55218158153548,4.66056541533335,4.78267538138002,5.57685316149891,5.63088102209667,4.86219567527372,4.6258035699256,4.55947956895238,50312871364.9403,45268737632.6307,51625271797.1802,46072234557.6534,44299541274.4386,36481744189.6842,52010105795.6388,44600265381.3043,52104248080.976,,,,,,,,,,,
IDB,IDA blend,1058990581097.27,987290516597.472,1012161782023.07,1066719614873.96,1092770923537.26,1024076691136.99,1114246944908.41,1208339576445.76,1068437562493.42,,541987714.0,552474265.0,563290702.0,574487740.0,585824310.0,597524859.0,609556583.0,621500917.0,633230238.0,,3.69902754094092,2.06225678828412,2.5530061599637,3.82023508369629,2.84157652478699,-1.52352018281985,5.17233111350185,4.25620673677336,2.53025991509384,,1.95210679937833,2.42047587077673,1.65049494073163,2.63647201015892,2.20607305781525,1.79537147083108,3.23563659237071,7.00530945399787,4.47720868651284,,4.0689432554606,3.81818090299001,4.40074784684901,4.84749926503425,5.20102075138375,6.00035968627457,5.98291664974636,4.93203945664766,4.51808369615567,4.47542622339935,12857768421.8786,10378562680.8563,14420273811.8592,11263819889.2175,8435949919.63184,5159311709.10773,9633706201.40417,7991732623.65586,9549850751.15449,,,,,,,,,,,
IDN,Indonesia,860854232717.718,931877364034.196,1015618744168.08,1042271532953.49,1119099871385.79,1059054842711.55,1186509691070.97,1319076267291.51,1371171152331.16,,261799249.0,264627418.0,267346658.0,269951846.0,272489381.0,274814866.0,276758053.0,278830529.0,281190067.0,,4.87632230022123,5.03306918280177,5.06978590134916,5.17429153955024,5.01928768046282,-2.06551182934165,3.70288562827751,5.30741934775764,5.04810577067288,,6.36312113115612,3.5258051568793,3.80879806953157,3.1983464156241,3.03058664969487,1.9209680056685,1.56012990525673,4.20946383402165,3.67013142377007,,4.514,4.301,3.783,4.387,3.59,4.255,3.827,3.462,3.308,3.3,19779127976.9576,4541713739.23769,20510310832.4469,18909826043.5105,24993551748.0098,19175077747.8077,21213080329.8583,24702029705.0926,21543358781.3828,23666770333.5481,105928847088.719,116369601851.059,130215330382.957,120660974090.95,129186464020.188,135915917616.263,144907809744.209,137222356128.227,146358992701.848,149117682033.459
IDX,IDA only,1101364851760.27,1164586861090.4,1256380740527.56,1338364722234.58,1409009216106.54,1426190711693.48,1554300772461.73,1677113352089.33,1814046621127.36,,1062200564.5,1086112425.5,1110938707.5,1136588793.5,1163317118.0,1190648766.5,1217881937.0,1245027172.5,1273152781.0,,3.04908419426172,4.40167376529669,5.31130903431098,4.81671557309042,5.02166120544096,-0.278917782067623,3.83598052300617,4.36210132476684,3.74841700516441,,3.40274327737188,3.74103082110772,4.31421134623784,3.01748181031406,2.83514555687506,3.94180326908065,4.37012190478156,9.45955253039717,7.11475951738199,,4.64401561911986,4.62072484912705,4.63129659471406,4.56356857145765,4.56547551945593,5.35492848170194,5.44549655001937,4.82557394978687,4.68393546436256,4.60522000844804,37449339480.2096,34881376068.2419,37213338280.0556,34877461215.0814,35866286854.4606,31345701634.5287,42445629828.6399,36737076264.7754,42555378712.5194,,,,,,,,,,,
IMN,Isle of Man,7084800892.22284,6846377563.00683,6979788333.50279,7491649455.92717,7314967866.28289,6684225641.02564,7931193222.06405,,,,83593.0,83466.0,83609.0,83805.0,83957.0,84064.0,84106.0,84132.0,84165.0,,-0.385867273954943,6.95230365740586,2.83775741504488,2.21339675044368,0.254878786117672,-8.8368174000649,3.83783666558899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,India,2103588360044.94,2294796885663.16,2651474262755.45,2702929641648.74,2835606256558.19,2674851578587.27,3167270623260.47,3353470496886.33,3567551674623.01,,1328024498.0,1343944296.0,1359657400.0,1374659064.0,1389030312.0,1402617695.0,1414203896.0,1425423212.0,1438069596.0,,7.99625378571471,8.25630550179086,6.79538341897911,6.45385134497769,3.87143694070356,-5.77772470686801,9.68959249192875,6.9870393257555,8.1529363109041,,4.90697344127256,4.94821634062141,3.32817337461298,3.9388264669163,3.72950573539129,6.62343677628535,5.13140747176369,6.69903414079852,5.64914318907925,4.95303550973656,7.631,7.601,7.618,7.652,6.51,7.859,6.38,4.822,4.172,4.202,44009492129.5319,44458571545.798,39966091358.7384,42117450737.2644,50610647353.5912,64362364994.3754,44727277562.881,49940258404.266,28078983530.3979,,353319061013.224,361694321972.036,412613792019.924,399167159226.682,463469902152.507,590227359928.896,638484779930.836,567298153917.14,627792750126.715,569544279505.316
INX,Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,302391428540.035,305733136180.907,348532394023.595,395461216460.418,407124824064.995,436555518400.451,531306516907.984,548570250341.987,551394889339.778,,4701957.0,4755335.0,4807388.0,4867316.0,4934340.0,4985382.0,5033164.0,5165700.0,5307600.0,,24.6155699766256,1.22263860996429,10.0496285394614,7.54434190760031,5.040550288018,7.15789883057209,16.2556132446002,8.61950355191492,-5.53000736095537,,-0.330959783371788,0.0201247735963237,0.362173038229378,0.471130713712916,0.937842961189274,-0.326183651280033,2.34034113447044,7.82945736434105,6.29942487419125,2.11344999577317,9.908,8.374,6.713,5.741,4.95,5.623,6.364,4.501,4.288,4.369,226022972770.416,79795011377.5093,71124020351.9041,80581468516.7593,31252184929.313,35288206770.239,77722796051.0396,-35575910807.5926,-139972323560.253,,2203153449.1223,3589332627.17955,4412516406.92309,5222681912.93715,5732541811.18074,7463044894.51105,13246996093.19,13039213740.6945,12904794778.1845,11687942511.8083
IRN,"Iran, Islamic Rep.",409191686496.677,459042684192.698,489168731811.147,398880231367.268,333519146339.191,262186179355.944,383436202446.695,394362621793.035,404625655204.619,,82619362.0,83812228.0,85026754.0,86117998.0,87051648.0,87723443.0,88455488.0,89524246.0,90608707.0,,-1.42488493937491,8.8150866425182,2.75850524578875,-1.83800757093036,-3.0705879849703,3.33028845926594,4.71977773157164,3.77663140152906,5.04489051061807,,12.4846815611533,7.24542548952979,8.04492437660278,18.0141183371874,39.9073455697784,30.5941390387295,43.3890162681514,43.4884641742179,44.5791857572797,,11.166,12.618,12.232,12.195,10.74,9.687,9.282,9.085,9.041,9.192,2050000000.0,3372000000.0,5019000000.0,2373000000.0,1508000000.0,1342000000.0,1425000000.0,1500000000.0,1422333330.0,,,,,,,,,,,
IRQ,Iraq,166774104959.102,166743557747.671,187217660050.676,227367469034.031,233636097800.338,180898797516.874,209691945713.103,286640340965.517,250842782139.464,,37560535.0,38469627.0,39337353.0,40265624.0,41192171.0,42116605.0,43071211.0,44070551.0,45074049.0,,2.60676642939541,13.7873730187089,-1.81975035118309,2.63385099105624,5.51379057540518,-12.0367930931001,1.5021807095434,7.63981140218355,-2.93555773971221,,1.39333028780309,0.556521397155511,0.18405889884769,0.367441488936849,-0.198965380023928,0.574162679425795,6.04186489058044,4.99476596381044,4.35835351089586,,10.842,10.82,13.02,13.49,14.109,15.778,16.173,15.511,15.447,15.524,-7574200000.0,-6255900000.0,-5032400000.0,-4885100000.0,-3075600000.0,-2859100000.0,-2637300000.0,-2088200000.0,-5363500000.0,,53992019678.9023,45298562240.8151,49315419400.3988,64719421423.3098,68017647833.6447,54424472658.0154,64231022302.7097,97009236971.5221,112232897713.46,87047970881.5882
ISL,Iceland,17517210519.0912,20793168030.9524,24728285177.4603,26260850582.0687,24681343649.2952,21629953194.0659,25825287184.3818,28770206626.5564,31325116556.3807,,330815.0,335439.0,343400.0,352721.0,360563.0,366463.0,372520.0,382003.0,393349.0,,4.43666371937172,6.30368710650176,4.19494882908376,4.88917299486545,1.86117794293874,-6.94045309489034,5.25420975317854,8.9925076126915,5.03717943960838,,1.63305558181326,1.69692761997751,1.76041559180596,2.68291768267392,3.01397179156053,2.84792401518665,4.44423970189739,8.3087551155892,8.73630299937298,5.85683849970066,3.979,2.978,2.742,2.704,3.507,5.478,6.029,3.789,3.518,3.107,1145767444.82301,-1066286957.46864,-6999892980.93709,-622718386.260034,-556463720.652854,-878458464.58691,465254287.73459,1398126797.51186,1632083781.6992,,5040573412.30604,7225621330.32653,6566175919.51031,6321213331.79507,6782387111.82889,6419314385.06349,7078849095.85852,5887412717.94843,5808710368.479,6236489888.75603
ISR,Israel,302722655203.465,320958936788.842,357227098125.658,375149611117.199,399651065197.871,411728563086.632,489708278893.053,525000415276.678,513611100815.691,,8380100.0,8546000.0,8713300.0,8882800.0,9054000.0,9215100.0,9371400.0,9557500.0,9756600.0,,2.31351073538721,4.36728364160348,4.27342178782185,4.07447600571263,3.78514145224655,-1.46460564253812,9.34390774596847,6.47037150232485,2.42300691049012,,-0.601291007162392,-0.551552352993558,0.25941497450575,0.794075660242718,0.84978312826417,-0.61441235846577,1.51020047690539,4.39359665912654,4.22535211267609,3.07052614744924,5.176,4.723,4.14,3.917,3.731,4.169,4.812,3.695,3.596,3.15,11336200000.0,11988000000.0,16892500000.0,21514500000.0,17362500000.0,20968700000.0,18949900000.0,23031200000.0,15110600000.0,,90575018408.045,95446290281.5568,113009532488.062,115265900520.851,126007828810.341,173292120893.254,212933655186.265,194231433877.693,204660857567.016,214543676669.814
ITA,Italy,1845428048839.1,1887111188176.93,1970720904584.71,2099435266458.67,2019606796583.53,1907481094079.23,2179207773596.09,2102995942720.44,2300941152991.81,,60730582.0,60627498.0,60536709.0,60421760.0,59729081.0,59438851.0,59133173.0,59013667.0,58993475.0,,0.885667638046783,1.2362211072751,1.60369994648362,0.826646697363699,0.429162534371912,-8.86822121046387,8.9310620660078,4.66176265113695,0.69763299419678,,0.0387903996579733,-0.09401665691575,1.22653316645812,1.13748763600391,0.611246943765304,-0.13770757391651,1.87378325762481,8.20128991161718,5.62219442195901,0.982373023061417,11.896,11.688,11.211,10.61,9.951,9.164,9.497,8.069,7.627,6.778,13303439230.2377,25656663794.7916,8737024578.66006,44249715319.1484,35760550299.4853,-17050399620.8673,24902365870.5628,62728326243.5608,42019753074.4717,,130592432979.515,135133283786.776,151120440050.073,152361936421.553,175397954131.108,210687330553.17,227478327159.257,224580577612.139,247396384253.983,84874502826.3591
JAM,Jamaica,14188936958.4343,14077096714.1279,14808985171.3441,15730792835.5811,15830766570.7266,13812421803.4084,14657586127.0331,17097760723.9201,19423355409.2316,,2802534.0,2809915.0,2815764.0,2820097.0,2823271.0,2830739.0,2837682.0,2839144.0,2839786.0,,0.92148712538031,1.37522306445538,0.997123062335191,1.88992368121086,0.892291653822227,-9.92032244889079,4.6014245042592,5.22151984737387,2.20006147154612,,3.69154228855725,2.35102197485846,4.37839864991561,3.73663882152163,3.90510000865872,5.2267777929352,5.86278242801063,10.3495688391272,6.47413734662063,5.41194447981659,8.825,8.634,7.399,5.47,4.987,6.501,5.188,4.083,4.4,4.885,924977863.710039,927976718.982492,888835228.478601,774620603.11409,665415555.002522,265100553.561347,320480000.0,318736000.0,376524958.397676,,2913835195.89151,3291468022.15921,3781167558.10295,3532039680.05605,3631089258.40452,3938028780.65402,4837564537.17809,4520481084.67503,4868643492.7225,
